;id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;"Hard drive -> Number of occupied slots 2.5""";"Hard drive -> Slots in total 2.5""";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;Unnamed: 42;Price;Price without VAT
2276;2276;13.3;60.0;300.0;10.0;0.9;4.4;55.0;12.0;16.0;4266.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.8;65.0;15.6;;;1.19;;2.0;2.0;;;;305.0;15.9;214.15;;32190.0;26603.0
2277;2277;13.3;60.0;400.0;;3.0;;;;32.0;4266.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;50.0;65.0;28.0;;;1.06;2.0;;;;;;298.7;13.4;206.4;;45290.0;37430.0
2278;2278;17.3;60.0;500.0;20.0;1.5;5.3;55.0;30.0;32.0;5600.0;1.0;1.0;;12.0;140.0;2250.0;;;1000.0;;1000.0;1.0;4.0;;;;93.0;240.0;;6.0;;3.02;1.0;2.0;2.0;;;;398.0;26.7;265.02;;102990.0;85116.0
2279;2279;16.0;120.0;500.0;24.0;1.6;5.5;55.0;36.0;32.0;4800.0;2.0;2.0;;8.0;95.0;1687.0;;;2000.0;;2000.0;1.0;4.0;0.0;0.0;;95.0;200.0;;8.0;;2.4;;2.0;2.0;;;;363.0;28.6;250.6;;78990.0;65281.0
2280;2280;14.0;60.0;300.0;12.0;1.4;4.6;28.0;12.0;16.0;3200.0;;;;;28.0;1350.0;;;512.0;;512.0;1.0;1.0;0.0;0.0;;51.0;65.0;9.75;3.0;;1.4;2.0;2.0;;;;;313.5;18.4;224.2;;23990.0;19826.0
2281;2281;10.51;;;4.0;;;6.0;6.0;8.0;;;;;;;;;;64.0;;64.0;;;;;;26.8;24.0;11.0;2.0;;0.54;1.0;;;;;;245.0;8.3;175.0;;16990.0;14041.0
2282;2282;10.51;;;4.0;;;6.0;6.0;8.0;;;;;;;;;;128.0;;128.0;;;;;;26.8;24.0;11.0;2.0;;0.54;1.0;;;;;;245.0;8.3;175.0;;19990.0;16521.0
2283;2283;12.45;;;10.0;;;55.0;12.0;8.0;;;;;;;;;;128.0;;128.0;;;;;;;39.0;15.0;4.0;;1.13;1.0;1.0;;;;;278.0;15.7;206.0;;21990.0;18174.0
2284;2284;13.3;60.0;300.0;10.0;1.2;4.7;55.0;12.0;16.0;4266.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.8;65.0;15.6;;;1.19;;2.0;2.0;;;;305.0;15.9;214.15;;40390.0;33380.0
2285;2285;15.6;60.0;500.0;14.0;1.9;5.4;45.0;24.0;32.0;4800.0;2.0;2.0;;8.0;115.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;86.0;130.0;;6.0;;1.92;1.0;;2.0;;;;344.72;18.0;230.14;;79590.0;65777.0
