id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Resolution;Display technology;Screen fineness [PPI];Computer memory (RAM) size [GB];Storage Capacity [GB];Memory card type;Max. memory card size [GB];Wireless technology;Tablet connectors;Sensors;Main (rear) camera resolution [Mpx];Front-facing (selfie) camera resolution [Mpx];Maximum video resolution;Supported resolutions and frame rates (FPS);Camera functions;Battery capacity [mAh];Charging performance [W];Number of processor cores;Processor frequency [GHz];Processor model;Functions;Operating system;Operating system version;Height [mm];Width [mm];Depth [mm];Weight [kg];Colour;Package includes;Series;Country;Storage capacity [GB];Main rear camera aperture [f/];Front Camera Aperture [f/];Degree of protection;Graphics chip;Supported cellular networks;Primary SIM card type;Secondary SIM Card Type;Special event;Supported formats;User interface language;Equipment;Internal memory [GB];Suitable for;Usage;Must additionally purchase AA batteries;Battery type
283;Oukitel RT6 8GB/256GB oranžový;7999;6611;;;Expected November 30, 2023;10.1;1920 × 1200 px;['IPS'];224.0;8.0;;['Micro SD', 'TF Card'];1000.0;['WiFi', 'Bluetooth', 'GPS', 'GLONASS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];16.0;16.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];20000.0;33.0;8.0;2.0;;['OTG', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;167.8;249.1;17.3;1.03;['Orange'];['Charger (adapter with cable)'];;;256.0;2.0;2.2;['IP68', 'IP69K'];Mali-G72 MP3;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
284;Doogee T20 mini KID LTE 4GB/128GB fialový;3590;2967;;;Expected November 30, 2023;8.4;1920 × 1200 px;['IPS'];269.0;4.0;;['Micro SDXC'];1000.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 60fps'];['Flash function'];5060.0;10.0;8.0;1.6;Unisoc T606;['Quick charge'];['Google Android'];Android 13;202.5;125.8;7.4;0.33;['Violet'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;;;;ARM Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
285;Doogee T20 Ultra LTE 12GB/256GB šedý;8990;7430;;;Expected November 30, 2023;12.0;2000 × 1200 px;['IPS'];195.0;12.0;256.0;['Micro SDXC'];2.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];16.0;8.0;2048 × 1080 px;;['Flash function'];10.8;18.0;8.0;2.2;MediaTek Helio G99;['OTG', 'Quick charging'];['Google Android'];Android 13;278.8;174.3;7.6;0.5680000000000001;['Grey'];['Charger (adapter with cable)', 'Case'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;ARM Mali G57 MC2;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
286;Teclast M50;3299;2726;;;Expected November 30, 2023;10.1;1280 × 800 px;['IPS'];149.45;6.0;128.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS', 'GLONASS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Light sensor'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.0;;8.0;2.0;Unisoc T606;['VoLTE/GSM'];['Google Android'];Android 13;157.7;238.4;8.4;0.448;['Blue'];['Charger (adapter with cable)'];;;;;;;Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
287;Oukitel RT6 8GB/256GB černý;7999;6611;;;Expected November 30, 2023;10.1;1920 × 1200 px;['IPS'];224.0;8.0;;['Micro SD', 'TF Card'];1000.0;['WiFi', 'Bluetooth', 'GPS', 'GLONASS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];16.0;16.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];20000.0;33.0;8.0;2.0;;['OTG', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;167.8;249.1;17.3;1.03;['Black'];['Charger (adapter with cable)'];;;256.0;2.0;2.2;['IP68', 'IP69K'];Mali-G72 MP3;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
288;Oukitel OT5 256GB modrý;6999;5784;;;Expected November 30, 2023;12.0;2000 × 1200 px;['IPS'];195.0;12.0;;['Micro SD', 'Micro SDXC', 'TF Card'];2000.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS', 'GLONASS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Proximity sensor'];16.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function', 'Face Unlock'];11000.0;18.0;8.0;2.2;MediaTek Helio G99;['OTG', 'Quick charge', 'Gorilla Glass'];['Google Android'];Android 13;174.0;278.5;7.5;0.56;['Blue'];['Charger (adapter with cable)'];;;256.0;2.2;2.2;;ARM Mali G57 MC2;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
289;Oukitel OT5 256GB černý;6999;5784;;;Expected November 30, 2023;12.0;2000 × 1200 px;['IPS'];195.0;12.0;;['Micro SD', 'Micro SDXC', 'TF Card'];2000.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS', 'GLONASS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Proximity sensor'];16.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function', 'Face Unlock'];11000.0;18.0;8.0;2.2;MediaTek Helio G99;['OTG', 'Quick charge', 'Gorilla Glass'];['Google Android'];Android 13;174.0;278.5;7.5;0.56;['Black'];['Charger (adapter with cable)'];;;256.0;2.2;2.2;;ARM Mali G57 MC2;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
290;"iPad Pro 11"" 1TB Cellular M2 Silver 2022";48990;40488;;;Ordered on request 1 pcsExpected 27/11/2023;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;1000.0;;;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
291;Oukitel RT7 12GB/256GB modrý;11999;9917;;;Expected November 30, 2023;10.1;1920 × 1200 px;['IPS'];224.0;12.0;;['Micro SD', 'TF Card'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS', 'A-GPS', 'GLONASS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor', 'Fingerprint reader'];48.0;32.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function', 'Night Vision', 'Face Unlock'];32000.0;33.0;8.0;2.0;;['OTG', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;167.8;249.1;19.8;1.212;['Blue'];['Charger (adapter with cable)'];;;256.0;1.79;2.2;['IP68', 'IP69K'];Mali-G57;['5G', '4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
292;Doogee T10 Plus LTE 8GB/256GB modrý;5290;4372;;;Expected November 30, 2023;10.51;1920 × 1200 px;['IPS'];215.0;8.0;256.0;['Micro SDXC'];1.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'G-sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 60fps'];['Flash function'];8.25;18.0;8.0;1.6;Unisoc T606;['OTG', 'Quick charging'];['Google Android'];Android 13;246.4;161.5;7.4;0.505;['Blue'];['Charger (adapter with cable)', 'Case', 'Stylus'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
293;Doogee U9 KID Wi-Fi 3GB/64GB růžový;2190;1810;;;Expected November 30, 2023;10.1;1280 × 800 px;['IPS'];149.0;3.0;64.0;['Micro SDXC'];1.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor'];5.0;2.0;1280 × 720 px;['720p (HD) 30fps'];['Flash function'];5.06;10.0;4.0;2.0;Rockchip RK3562;['OTG', 'Quick charging'];['Google Android'];Android 13;245.3;163.3;9.9;0.728;['Pink'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Arm Cortex A53;;;;;;;;;;;;
294;Oukitel OK T3  8GB/256GB šedý;5499;4545;;;Expected November 30, 2023;10.51;1920 × 1200 px;['IPS'];;8.0;256.0;['Micro SD', 'TF Card'];1.024;['WiFi', 'Bluetooth', 'GPS', 'GLONASS'];['USB-C', 'Headphone output (3.5mm jack)'];['G-sensor'];16.0;8.0;1920 × 1080 px;['1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];8.25;18.0;8.0;2.0;T616;['OTG', 'Quick charging'];['Google Android'];Android 13;161.51;246.4;7.4;0.51;['Grey'];['Charger (adapter with cable)'];;;;2.2;2.0;;Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
295;Teclast M50 Pro;4999;4131;;;Expected November 30, 2023;10.1;1920 × 1200 px;['IPS'];224.0;8.0;256.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'GPS', 'GLONASS'];['USB-C', 'Headphone output (3.5mm jack)'];['Proximity sensor', 'G-sensor'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.0;;8.0;2.0;Unisoc T616;['VoLTE/GSM', 'OTG'];['Google Android'];Android 13;158.4;2385.0;7.9;0.435;['Blue'];['Charger (adapter with cable)'];;;;;;;ARM Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
296;Oukitel RT5 8GB/256GB černý;6999;5784;;;Expected November 30, 2023;10.1;1920 × 1200 px;['IPS'];225.0;8.0;;['Micro SD', 'TF Card'];1000.0;['WiFi', 'Bluetooth', 'GPS', 'GLONASS'];['USB-C'];['Digital compass', 'Gyroscope', 'G-sensor'];16.0;16.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];11000.0;33.0;8.0;2.0;;['OTG', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;170.0;251.2;14.2;0.875;['Black'];['Charger (adapter with cable)'];;;256.0;2.0;2.2;['IP68'];Mali-G72 MP3;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
297;Teclast T40 Air;5499;4545;;;Expected November 30, 2023;10.36;2000 × 1200 px;['IPS'];217.0;8.0;256.0;['Micro SD', 'TF Card'];1.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS', 'GLONASS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];7.2;;8.0;2.0;Unisoc T616;['VoLTE/GSM'];['Google Android'];Android 13;156.0;246.0;7.7;0.464;['Grey'];['Charger (adapter with cable)'];;;;;;;Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
298;Oukitel RT5 8GB/256GB oranžový;6999;5784;;;Expected November 30, 2023;10.1;1920 × 1200 px;['IPS'];225.0;8.0;;['Micro SD', 'TF Card'];1000.0;['WiFi', 'Bluetooth', 'GPS', 'GLONASS'];['USB-C'];['Digital compass', 'Gyroscope', 'G-sensor'];16.0;16.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];11000.0;33.0;8.0;2.0;;['OTG', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;170.0;251.2;14.2;0.875;['Orange'];['Charger (adapter with cable)'];;;256.0;2.0;2.2;['IP68'];Mali-G72 MP3;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
299;Samsung Galaxy Tab S9 FE 6GB/128GB šedá;12990;10736;5.0;2.0;We accept pre-orders;10.9;2304 × 1440 px;['TFT'];249.0;6.0;;['Micro SD'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor', 'Fingerprint reader'];8.0;12.0;3840 × 2160 px;['2160p (4K) 30fps'];;8000.0;45.0;8.0;2.4;Exynos1380;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;165.8;254.3;6.5;0.523;['Grey'];;Samsung Galaxy Tab;;128.0;1.9;2.4;['IP68'];ARM Mali G68 MP5;;;;;;;;;;;;
300;Lenovo Tab M10 5G 6GB/128GB modrý;8999;7437;5.0;6.0;Ordered on request;10.61;2000 × 1200 px;['IPS'];;6.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor'];13.0;8.0;;;;7700.0;;8.0;2.2;;['OTG', 'Quick charge', 'Water-resistant'];['Google Android'];Android 12;8.3;252.74;160.34;0.49;['Blue'];['Charger (adapter with cable)'];Lenovo Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;;;['IP52'];Qualcomm Adreno 619;['5G'];Nano SIM;;Digital student SK;;;;;;;;
301;Doogee T20 LTE 8GB/256GB Ice Blue;5389;4454;3.8;8.0;Ordered on request;10.4;2000 × 1200 px;['IPS'];225.0;8.0;256.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'A-GPS'];['USB-C'];['Light sensor'];16.0;8.0;;;['Swivel Camera'];8.3;18.0;8.0;2.0;ARM Cortex A5;['OTG', 'Quick charging'];['Google Android'];Android 12;155.6;245.8;46.0;0.478;['Blue'];['Charger (adapter with cable)', 'Case'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;ARM Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
302;TCL NXTPAPER 11 4GB/128GB šedý + flip case;5749;4751;4.7;3.0;Ordered on request;11.0;2000 × 1200 px;['IPS'];;4.0;128.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Light sensor', 'G-sensor'];8.0;8.0;1920 × 1080 px;;['Flash function'];8.0;18.0;8.0;2.0;MT8788A;['Quick charging'];['Google Android'];Android 13;6.9;161.64;257.04;0.462;['Grey'];['Charger (adapter with cable)', 'Case'];;;;;;;Mediatek;;;;;;;;;;;;
303;Lenovo Tab M10 (3rd Gen) 3GB/32GB šedý;3799;3140;4.3;4.0;Ordered on request;10.1;1920 × 1200 px;['IPS'];;3.0;32.0;['Micro SD', 'Micro SDXC', 'Micro SDHC'];2.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Light sensor', 'Proximity sensor', 'G-sensor'];8.0;5.0;;;;5.1;;8.0;1.8;T610;['OTG'];['Google Android'];Android 12;239.84;158.62;8.5;0.46;['Grey'];['Charger (adapter with cable)'];Lenovo Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;ARM Mali-G52;;;;;;;;;;;;
304;Doogee U10 Wi-Fi 4GB/128GB fialový;2589;2140;4.0;1.0;Ordered on request;10.1;1280 × 800 px;['IPS'];149.0;4.0;;['Micro SDXC'];1000.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor'];8.0;5.0;1560 × 720 px;['720p (HD) 30fps'];['Flash function'];5060.0;10.0;4.0;2.0;Rockchip RK3562;['OTG', 'Quick charge'];['Google Android'];Android 13;245.3;163.0;9.9;0.514;['Violet'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;;;;Arm Cortex A53;;;;;;;;;;;;
305;Samsung Galaxy Tab S9 FE 6GB/128GB stříbrná;12990;10736;;;We accept pre-orders;10.9;2304 × 1440 px;['TFT'];249.0;6.0;;['Micro SD'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor', 'Fingerprint reader'];8.0;12.0;3840 × 2160 px;['2160p (4K) 30fps'];;8000.0;45.0;8.0;2.4;Exynos1380;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;165.8;254.3;6.5;0.523;['Silver'];;Samsung Galaxy Tab;;128.0;1.9;2.4;['IP68'];ARM Mali G68 MP5;;;;;;;;;;;;
306;Samsung Galaxy Tab S9 5G 12GB/256GB béžová;27499;22726;4.0;1.0;Ordered on request;11.0;2560 × 1600 px;['AMOLED'];275.0;12.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom'];8400.0;45.0;8.0;3.2;Qualcomm Snapdragon 8 Gen 2;['Image transmission to TV', 'Barcode reader', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;254.3;165.8;5.9;0.5;['Beige'];['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];256.0;2.0;2.4;['IP68'];Adreno 740;['5G', '4G/LTE', '3G'];Nano SIM;eSIM;Digital student SK;;;;;;;;
307;"iPad Pro 11"" 1TB Cellular M2 Space Grey 2022";48990;40488;;;Ordered on request;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Grey'];;Apple iPad;;1000.0;;;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
308;"iPad Pro 11"" 512GB Cellular M2 Silver 2022";37490;30983;;;Ordered on request;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;512.0;;;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
309;Lenovo Tab M10 Plus (3rd Gen) 4GB/64GB šedý;4990;4124;5.0;1.0;Ordered on request;10.61;;['IPS'];;4.0;64.0;['Micro SD'];1.024;['WiFi', 'GPS', 'GLONASS'];['USB-C', 'Headphone output (3.5mm jack)'];;8.0;8.0;;;;7.5;;;;;;['Google Android'];Android 12;251.2;158.8;7.45;0.465;['Grey'];;Lenovo Tab M;;;;;;;;;;;;;;;;;;
310;"iPad Pro 11"" 2TB Cellular M2 Space Grey 2022";58990;48752;;;Ordered on request;11.0;2388 × 1668 px;['IPS'];264.0;16.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;['2160p (4K) 60fps', '2160p (4K) 30fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];;7538.0;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Grey'];;Apple iPad;;2000.0;;;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
311;UMIDIGI G3 Tab 3GB/32GB Black;2299;1900;3.7;9.0;In stock > 5 pcs;10.1;1280 × 800 px;['IPS'];149.0;3.0;32.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];256.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];8.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.0;10.0;4.0;2.0;T616;['OTG', 'Quick charging'];['Google Android'];Android 13;162.2;244.8;10.7;0.5700000000000001;['Black'];['Charger (adapter with cable)'];;;;2.2;2.2;;IMG GE8300;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
312;UMIDIGI G3 Tab 3GB/32GB Blue;2299;1900;3.3;3.0;In stock > 5 pcs;10.1;1280 × 800 px;['IPS'];149.0;3.0;32.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];256.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];8.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.0;10.0;4.0;2.0;T616;['OTG', 'Quick charging'];['Google Android'];Android 13;162.2;244.8;10.7;0.5700000000000001;['Blue'];['Charger (adapter with cable)'];;;;2.2;2.2;;IMG GE8300;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
313;UMIDIGI G3 Tab 3GB/32GB Green;2299;1900;3.8;7.0;In stock > 5 pcs;10.1;1280 × 800 px;['IPS'];149.0;3.0;32.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];256.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];8.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.0;10.0;4.0;2.0;T616;['OTG', 'Quick charging'];['Google Android'];Android 13;162.2;244.8;10.7;0.5700000000000001;['Green'];['Charger (adapter with cable)'];;;;2.2;2.2;;IMG GE8300;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
314;Oukitel RT3 4GB/64GB grey;4599;3801;4.0;1.0;Expected December 6, 2023;8.0;1200 × 800 px;['IPS'];189.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];16.0;8.0;;;['Flash function'];5.15;;8.0;2.0;MediaTek Helio P22T;['OTG', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 12;137.0;209.0;14.0;0.538;['Grey'];['Charger (adapter with cable)'];;;;1.8;2.2;['IP68', 'IP69K'];PowerVR GE8320;['4G/LTE', '3G'];;;;;;;;;;;
315;Oukitel RT3 4GB/64GB green;4599;3801;4.0;1.0;Expected December 6, 2023;8.0;1200 × 800 px;['IPS'];189.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];16.0;8.0;;;['Flash function'];5.15;;8.0;2.0;MediaTek Helio P22T;['OTG', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 12;137.0;209.0;14.0;0.538;['Green'];['Charger (adapter with cable)'];;;;1.8;2.2;['IP68', 'IP69K'];PowerVR GE8320;['4G/LTE', '3G'];;;;;;;;;;;
316;Oukitel RT3 4GB/64GB orange;4599;3801;;;Expected December 6, 2023;8.0;1200 × 800 px;['IPS'];189.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];16.0;8.0;;;['Flash function'];5.15;;8.0;0.0;MediaTek Helio P22T;['OTG', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 12;137.0;209.0;14.0;0.538;['Orange'];['Charger (adapter with cable)'];;;;1.8;2.2;['IP68', 'IP69K'];PowerVR GE8320;['4G/LTE', '3G'];;;;;;;;;;;
317;iPad Air M1 64GB WiFi Purple 2022;16790;13876;5.0;24.0;Currently Unavailable;10.9;2360 × 1640 px;['IPS'];264.0;8.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];;20.0;;;Apple M1 with 8-core GPU;['Quick charge'];['iPadOS'];;247.6;178.5;6.1;0.458;['Violet'];['Charger (adapter with cable)'];Apple iPad;;64.0;1.8;2.4;;;;;;;;;;;;;;
318;Oscal Pad 70 4GB/64GB šedý;1899;1569;4.0;5.0;Currently Unavailable;10.1;1280 × 800 px;['IPS'];149.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];1.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'G-sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 60fps'];['Flash function'];6.58;;4.0;1.8;Rockchip RK3566;;['Google Android'];Android 12;163.0;246.5;9.9;0.5205;['Grey'];['Charger (adapter with cable)', 'Case', 'Screen Protector'];;;;2.0;2.0;;ARM Mali-G52;;;;;;;;;;;;
319;Teclast T50 8GB/128GB gray;4399;3636;4.3;16.0;Currently Unavailable;11.0;2000 × 1200 px;['IPS'];299.0;8.0;128.0;['Micro SD', 'Micro SDXC', 'Micro SDHC'];1.024;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor'];20.0;8.0;;;;7.5;18.0;8.0;2.0;Unisoc Tiger T618;['Quick charging'];['Google Android'];Android 11;248.0;157.0;7.5;0.51;['Grey'];;;;;2.0;2.0;;ARM Mali-G52;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
